gene,control_1_poly,control_2_poly,control_3_poly,control_4_poly,treatment_1_poly,treatment_2_poly,treatment_3_poly,treatment_4_poly
simGenes_506,149,218,277,336,305,270,601,307
simGenes_507,1590,1858,1803,2025,2190,1097,1961,1732
simGenes_508,274,586,559,580,386,340,659,386
simGenes_509,1245,1177,1333,1387,1223,1034,992,1130
simGenes_510,1137,1165,1122,1409,1125,1468,1549,1803
simGenes_511,893,734,762,951,488,666,788,850
simGenes_512,403,404,471,383,408,580,459,376
simGenes_513,3400,2987,3171,2897,2895,3127,3074,2921
simGenes_514,148,124,135,133,303,323,286,224
simGenes_515,3309,3169,2393,2731,2782,2617,2253,2463
simGenes_516,193,207,166,123,146,165,147,131
simGenes_517,3591,3812,3609,3721,3792,3465,3711,3438
simGenes_518,590,556,600,634,352,541,607,596
simGenes_519,917,1035,928,1201,1306,1114,1243,1025
simGenes_520,1576,1824,1553,1704,1478,1657,1811,1722
simGenes_521,1213,1328,1146,1197,1318,1379,1343,1204
simGenes_522,507,639,679,589,580,517,444,734
simGenes_523,29,71,55,14,32,44,81,22
simGenes_524,302,440,340,346,359,298,283,324
simGenes_525,356,670,371,458,98,85,149,107
simGenes_526,6195,8273,11272,11379,6841,11772,9948,8023
simGenes_527,10997,10343,10499,9251,10496,11018,8466,10535
simGenes_528,340,385,375,278,327,392,413,345
simGenes_529,5272,5296,4119,3755,4602,4044,2967,4783
simGenes_530,907,1093,1603,1574,1407,1366,1698,1364
simGenes_531,4179,4287,5315,4614,3191,4845,4616,3732
simGenes_532,1133,1256,1237,1210,1248,1120,1201,1150
simGenes_533,1688,2088,1775,1964,1774,1627,1752,2250
simGenes_534,108,130,113,119,98,133,126,99
simGenes_535,3070,3203,2775,3521,3108,3157,3786,3281
simGenes_536,3477,3027,3307,3539,3896,4222,3924,3704
simGenes_537,718,600,641,566,606,545,500,665
simGenes_538,4699,3932,4845,4743,4722,4796,4591,3905
simGenes_539,5589,6520,6961,6652,6597,5789,6426,6315
simGenes_540,10964,8717,8173,9335,10027,8023,8347,8780
simGenes_541,4839,4700,4827,4890,4941,4549,4678,4791
simGenes_542,541,546,486,536,810,491,437,396
simGenes_543,4457,3831,4257,4344,3344,5074,4947,3874
simGenes_544,4358,4335,4002,4273,3181,4464,3940,3976
simGenes_545,216,208,350,272,306,190,149,300
simGenes_546,6217,5613,5629,5539,6119,4804,5721,5830
simGenes_547,83,276,81,126,141,122,166,249
simGenes_548,2186,2344,784,1304,2004,1634,1093,2119
simGenes_549,277,233,848,276,378,500,468,300
simGenes_550,148,94,193,129,257,176,217,191
simGenes_551,761,795,805,717,724,684,869,679
simGenes_552,2818,4385,2281,3281,1424,2282,3040,1803
simGenes_553,3699,3703,3699,3818,3235,3901,3575,4383
simGenes_554,3166,2154,2027,4003,1134,4367,3345,2450
simGenes_555,861,1042,1047,1074,856,847,839,836
simGenes_556,2747,2690,2995,3854,3275,2868,3916,3241
simGenes_557,2715,2393,2835,1656,2282,2108,2336,1646
simGenes_558,7931,7439,6237,7769,6186,6599,6556,7379
simGenes_559,160,140,188,114,186,126,135,156
simGenes_560,313,255,233,200,48,79,92,154
simGenes_561,1188,951,1479,1162,1041,913,1439,948
simGenes_562,337,476,604,553,394,463,647,615
simGenes_563,1058,920,959,1094,758,732,1044,907
simGenes_564,114,58,96,108,246,214,217,209
simGenes_565,533,536,544,761,438,601,406,617
simGenes_566,614,618,633,518,621,638,558,780
simGenes_567,8488,8246,7940,7508,8165,9513,9332,7712
simGenes_568,478,486,628,808,829,470,605,455
simGenes_569,13798,15367,14273,13464,14416,13934,15201,13920
simGenes_570,1553,1406,1164,1724,1312,1310,2121,1527
simGenes_571,2968,3543,2750,3731,2840,2986,3336,3380
simGenes_572,6057,9992,8387,5284,8236,8795,7535,7621
simGenes_573,83,73,40,92,99,93,91,115
simGenes_574,559,906,556,357,435,613,827,724
simGenes_575,332,513,302,355,392,507,470,571
simGenes_576,5475,4079,4763,4957,3528,4077,4938,4364
simGenes_577,3159,3534,3279,3949,3299,3675,3046,3730
simGenes_578,473,655,545,657,628,761,458,623
simGenes_579,940,730,748,763,994,900,808,910
simGenes_580,55,67,65,49,92,38,53,54
simGenes_581,691,519,706,610,707,573,574,568
simGenes_582,1097,1230,1141,1122,1181,1025,1162,1200
simGenes_583,3838,3504,4547,3876,4811,2317,2821,3946
simGenes_584,1174,1003,1057,1133,623,1340,626,964
simGenes_585,109,51,122,93,95,75,45,93
simGenes_586,2203,1568,1617,1274,1836,1283,1441,2012
simGenes_587,88,155,171,202,150,171,59,130
simGenes_588,756,639,595,597,598,549,500,583
simGenes_589,1572,2051,2217,1813,1256,1841,1836,1615
simGenes_590,19213,27044,21222,18798,27349,30197,19715,24799
simGenes_591,110,178,193,200,162,165,120,98
simGenes_592,13518,14401,9892,9969,10768,11325,11363,13281
simGenes_593,759,565,559,658,729,725,677,917
simGenes_594,123,72,99,69,54,85,78,56
simGenes_595,1289,1188,1269,811,1131,1025,1009,1081
simGenes_596,4087,4537,4555,5274,4930,4700,6495,4538
simGenes_597,240,221,218,194,215,235,223,240
simGenes_598,821,1019,835,1117,1131,591,1044,730
simGenes_599,5677,3654,5130,4314,4781,4471,3720,3874
simGenes_600,1113,1090,1478,933,1346,1009,1484,1321
simGenes_601,46,57,99,90,50,207,39,83
simGenes_602,5291,5273,4567,4643,5855,4897,6176,5556
simGenes_603,315,370,425,365,326,212,681,373
simGenes_604,224,173,178,250,85,134,151,161
simGenes_605,3573,4197,5066,4103,4905,4912,4484,3954
simGenes_606,350,484,469,532,765,83,265,362
simGenes_607,1300,1196,1106,1195,1029,1626,1050,1250
simGenes_608,7872,3866,5611,4849,6302,5379,5174,4881
simGenes_609,200,239,216,147,212,218,193,176
simGenes_610,7320,7787,7255,7511,8534,7420,8609,7591
simGenes_611,1502,1800,1596,1374,1978,1780,1836,1909
simGenes_612,458,537,430,617,768,719,756,780
simGenes_613,2792,2723,2723,2639,3142,2888,2863,3108
simGenes_614,3469,3701,3796,3525,3316,3470,3622,3484
simGenes_615,319,236,209,309,296,184,113,133
simGenes_616,324,348,237,214,213,165,169,159
simGenes_617,6234,4973,5498,6367,6198,6287,7063,7106
simGenes_618,3739,4320,3736,4025,3662,3527,4045,3887
simGenes_619,974,719,731,555,705,791,943,707
simGenes_620,1417,2295,1917,1520,1883,2062,1873,2016
simGenes_621,1759,2790,2377,1925,2125,1459,1830,1951
simGenes_622,422,401,387,606,273,430,675,829
simGenes_623,23970,25152,22061,23199,22762,23698,22499,23179
simGenes_624,886,1313,1425,1109,955,1406,1209,1054
simGenes_625,640,1248,912,731,770,771,808,457
simGenes_626,471,431,552,542,500,394,515,436
simGenes_627,158,141,129,153,166,107,137,171
simGenes_628,972,319,496,520,555,250,432,798
simGenes_629,1170,1680,1259,1781,5309,3637,2486,6451
simGenes_630,555,553,536,473,459,540,623,588
simGenes_631,3590,3136,4448,3066,3942,4212,3009,3406
simGenes_632,709,572,593,517,1368,1937,1663,2004
simGenes_633,5782,6581,6676,6949,13988,15249,15131,15880
simGenes_634,4202,2839,3862,3151,4287,3651,2645,4538
simGenes_635,163,185,152,166,150,184,182,182
simGenes_636,255,198,213,263,216,175,179,232
simGenes_637,2251,2280,2123,2746,2405,2049,2150,2153
simGenes_638,288,280,307,307,289,286,291,278
simGenes_639,307,294,638,476,581,1043,433,540
simGenes_640,3932,3313,2811,2532,3050,3542,3015,2089
simGenes_641,400,483,553,410,445,517,374,593
simGenes_642,821,867,870,780,630,785,648,865
simGenes_643,553,327,377,377,624,698,435,441
simGenes_644,1930,1464,2942,2338,2761,3109,2921,3619
simGenes_645,6274,6322,5509,10929,9506,5794,4946,8973
simGenes_646,15036,20333,18493,17972,20012,16758,18657,19283
simGenes_647,329,492,678,450,86,144,107,78
simGenes_648,421,231,369,349,424,433,391,335
simGenes_649,366,467,560,546,329,469,678,787
simGenes_650,1558,1620,1753,1811,712,768,693,752
simGenes_651,1559,1301,1229,1461,1424,1684,2011,1745
simGenes_652,976,1022,918,1075,1010,1128,864,964
simGenes_653,142,166,164,140,144,197,187,153
simGenes_654,724,334,828,882,1507,604,831,1545
simGenes_655,4017,4043,3500,3007,3620,4398,3478,4091
simGenes_656,234,299,282,329,262,215,316,258
simGenes_657,845,652,741,663,460,526,662,704
simGenes_658,1873,1020,1773,1212,1520,1706,2214,1285
simGenes_659,949,1129,1093,1137,1114,831,965,1283
simGenes_660,969,909,996,918,900,959,934,972
simGenes_661,383,415,694,869,442,505,585,431
simGenes_662,1397,1307,1237,1640,1206,1159,1184,1052
simGenes_663,1724,1170,1030,2077,833,1808,1014,1042
simGenes_664,562,624,1035,968,688,854,704,477
simGenes_665,2490,2759,2979,2426,1606,1505,926,1151
simGenes_666,169,170,239,173,278,230,291,334
simGenes_667,3955,3863,4104,5285,2302,7032,3609,3345
simGenes_668,2128,2072,2154,2454,1869,2088,2263,2138
simGenes_669,9643,9246,9377,9924,9945,9358,9359,9489
simGenes_670,233,228,232,253,123,127,203,253
simGenes_671,1291,1708,1601,1993,1378,1379,1198,939
simGenes_672,1152,1429,1201,958,1695,1746,1038,1562
simGenes_673,1322,1632,1055,1311,1634,1043,1900,1549
simGenes_674,394,399,274,1002,1180,681,850,512
simGenes_675,127,133,185,185,102,334,259,165
simGenes_676,222,136,221,197,169,188,173,159
simGenes_677,36444,34274,35393,34668,35305,35681,35599,35622
simGenes_678,5527,5732,5706,6098,5537,5576,5838,5929
simGenes_679,134,134,161,135,125,133,149,121
simGenes_680,1254,1381,1250,1437,2767,3602,2330,3587
simGenes_681,213,361,184,273,288,314,262,261
simGenes_682,190,184,213,152,227,328,257,217
simGenes_683,1123,966,536,1105,935,847,614,601
simGenes_684,25914,24086,27677,30060,42206,33888,24452,38217
simGenes_685,19361,21019,20417,18165,20842,22018,20715,21009
simGenes_686,9924,10174,11658,8487,8201,10357,7793,11190
simGenes_687,1905,4055,3324,4363,2910,3176,3466,3471
simGenes_688,1239,973,1377,1440,1189,1712,1419,1359
simGenes_689,360,418,152,296,296,301,210,212
simGenes_690,453,773,674,700,831,1049,950,1248
simGenes_691,170,178,156,156,156,148,148,152
simGenes_692,3300,2798,2702,2416,2997,2868,2831,3414
simGenes_693,895,616,1063,876,867,688,524,724
simGenes_694,513,284,464,374,1016,1073,694,799
simGenes_695,2800,2474,3477,2365,7268,2425,2173,1438
simGenes_696,1405,1375,1245,1239,1479,1487,1434,1488
simGenes_697,335,257,336,270,305,353,282,391
simGenes_698,1432,1458,1200,1385,1394,1521,1523,1420
simGenes_699,731,597,617,774,641,520,747,617
simGenes_700,39,209,107,58,89,34,117,71
simGenes_701,5759,5080,5931,5732,6061,6038,5759,5433
simGenes_702,1645,1883,1930,2038,2143,1761,2118,1821
simGenes_703,1363,1282,1345,1394,1617,1176,1111,1368
simGenes_704,3341,3049,3353,3359,1239,1066,1301,1481
simGenes_705,1327,1538,2056,1149,882,1900,1706,1532
simGenes_706,1462,1861,1741,1920,1639,1814,1681,1419
simGenes_707,62,44,99,42,147,87,119,109
simGenes_708,983,971,1006,923,1072,1081,1177,1296
simGenes_709,6086,6008,5898,5608,5163,4687,5799,4954
simGenes_710,245,309,443,299,157,145,156,247
simGenes_711,671,784,531,1011,995,675,733,697
simGenes_712,9328,8051,9245,8477,17237,15663,13924,12684
simGenes_713,6193,7472,7886,5956,5418,6932,7282,5528
simGenes_714,1159,836,978,697,727,806,920,588
simGenes_715,13215,13398,12802,14209,29192,32137,29647,30303
simGenes_716,403,353,310,328,547,386,487,290
simGenes_717,517,805,669,704,454,731,696,1087
simGenes_718,966,864,830,799,981,757,857,975
simGenes_719,2772,2766,2640,2599,2451,2531,2149,2637
simGenes_720,1354,1359,1307,1302,1366,1288,1318,1320
simGenes_721,3732,3880,3302,3225,3972,4011,3194,4087
simGenes_722,1099,978,1359,938,4570,3433,2661,2226
simGenes_723,503,241,168,341,215,418,231,273
simGenes_724,65,97,141,55,87,60,79,68
simGenes_725,119,59,45,103,48,16,60,79
simGenes_726,3665,3845,4224,3841,4070,3834,3506,3570
simGenes_727,3539,2223,4005,2839,3573,4890,4468,2821
simGenes_728,1975,1931,1913,2261,828,1078,1030,1101
simGenes_729,3441,3189,3229,3677,3364,2545,2378,2297
simGenes_730,952,1067,554,925,635,879,573,809
simGenes_731,2281,3692,3494,3333,3128,3401,3532,3049
simGenes_732,431,762,376,623,406,347,334,391
simGenes_733,926,1074,747,1265,349,332,419,371
simGenes_734,2869,2817,2618,2867,2965,2403,2449,2981
simGenes_735,1142,1011,1137,1004,878,1309,1198,964
simGenes_736,3071,2860,2717,2878,2891,2803,2729,2942
simGenes_737,211,187,319,199,81,56,67,64
simGenes_738,1095,1384,721,960,1442,772,1652,708
simGenes_739,7936,8431,8495,7610,7923,7556,8250,9199
simGenes_740,16602,12167,16607,15243,15843,14143,18138,16693
simGenes_741,5999,5533,6489,5899,6270,5274,5762,5230
simGenes_742,264,482,501,463,443,479,436,577
simGenes_743,3333,3444,3086,3225,3350,3504,2991,2981
simGenes_744,373,353,367,451,984,432,824,184
simGenes_745,10136,9506,8175,11114,12101,10932,11146,9603
simGenes_746,2696,2690,2727,2934,2221,2754,1975,3003
simGenes_747,121,150,247,289,256,239,464,150
simGenes_748,537,1146,655,910,772,560,704,691
simGenes_749,637,534,653,637,719,734,553,614
simGenes_750,355,395,343,317,240,315,350,216
simGenes_751,737,634,673,683,680,593,678,674
simGenes_752,14503,12327,11746,15716,28665,27004,25439,24069
simGenes_753,5905,7163,5669,6098,5431,5637,5639,6482
simGenes_754,545,524,542,578,582,578,566,564
simGenes_755,743,415,273,565,567,380,469,331
simGenes_756,5473,5728,5757,5869,5694,5605,5300,5741
simGenes_757,3115,3279,3275,3231,3346,3850,3221,3605
simGenes_758,84,363,150,169,272,138,283,133
simGenes_759,3213,3506,2966,2173,2107,2105,2226,2683
simGenes_760,861,1466,621,741,687,1433,608,1691
simGenes_761,1698,2012,1185,1359,1222,1239,1241,1463
simGenes_762,5130,4714,6685,4654,5096,5984,4498,4240
simGenes_763,686,478,630,886,577,823,1384,567
simGenes_764,223,144,252,131,183,112,98,218
simGenes_765,2021,2015,2191,2295,1861,2230,2169,2536
simGenes_766,720,412,574,770,465,376,501,361
simGenes_767,162,105,88,107,117,121,123,141
simGenes_768,1412,1413,2152,2227,1784,1296,1187,1579
simGenes_769,588,530,508,513,434,573,477,487
simGenes_770,1830,1631,1931,2258,2211,2088,2022,2123
simGenes_771,206,230,181,255,153,119,161,229
simGenes_772,513,430,794,632,640,368,776,296
simGenes_773,99,181,113,133,82,121,101,112
simGenes_774,6082,6027,5534,4232,6621,4465,5203,6895
simGenes_775,278,283,252,336,295,168,422,266
simGenes_776,581,465,369,1035,456,378,517,657
simGenes_777,1248,337,1203,1078,405,365,472,1604
simGenes_778,169,141,120,408,252,239,335,132
simGenes_779,2098,2572,2650,1862,2287,1868,1848,2006
simGenes_780,2096,2187,1551,2020,2352,2120,1946,1973
simGenes_781,1211,932,2269,1849,1314,1330,1253,985
simGenes_782,51,43,33,101,57,104,47,7
simGenes_783,4551,7319,3333,5357,2736,4640,4250,5277
simGenes_784,1036,1009,1437,1142,2299,791,828,962
simGenes_785,2196,2020,1924,2241,1966,2085,2038,2041
simGenes_786,2571,2677,2216,2952,3121,2573,3239,2664
simGenes_787,972,762,556,796,580,592,528,609
simGenes_788,2203,2329,2308,2183,2258,2169,2283,2283
simGenes_789,13083,11752,10820,11005,13209,13817,10958,11347
simGenes_790,712,1433,1196,772,965,1188,1409,1402
simGenes_791,648,483,400,456,785,588,516,516
simGenes_792,353,315,292,348,341,254,368,422
simGenes_793,1226,1377,1315,999,1467,866,1472,1534
simGenes_794,1597,1513,1757,1488,1526,1506,1495,1442
simGenes_795,317,278,269,228,259,293,210,249
simGenes_796,3179,2920,3107,2483,3080,3186,2479,3076
simGenes_797,1210,1270,1392,1290,2879,3070,2344,3082
simGenes_798,2260,2020,2520,2243,2130,2288,2195,2428
simGenes_799,1551,1821,1501,1987,1124,1216,949,1087
simGenes_800,4175,1941,1830,2233,1222,2360,2638,2971
simGenes_801,1487,1291,1025,1248,716,436,788,522
simGenes_802,82,39,78,112,108,131,91,135
simGenes_803,3366,6132,2000,3937,2970,1758,3081,1525
simGenes_804,4586,4918,3190,4240,3183,3252,4515,3460
simGenes_805,508,650,562,460,518,575,399,651
simGenes_806,219,228,283,224,211,209,243,329
simGenes_807,3102,3307,3255,3632,3351,3074,2694,3410
simGenes_808,1694,1831,1731,1707,1891,1952,1930,1858
simGenes_809,16014,15876,16599,15296,16249,16260,15694,18364
simGenes_810,4458,4939,5753,5035,5331,5699,4709,5271
simGenes_811,264,397,312,249,458,327,351,220
simGenes_812,316,188,183,265,179,244,239,139
simGenes_813,775,720,886,866,797,831,851,888
simGenes_814,1419,1692,1059,1496,1138,1514,1265,1306
simGenes_815,49,179,81,139,99,41,154,66
simGenes_816,4547,4916,4506,5049,4615,4535,4773,5901
simGenes_817,701,683,717,571,1905,1853,2213,2432
simGenes_818,1064,921,1060,1115,1009,1181,1049,1055
simGenes_819,127,165,96,97,122,150,145,108
simGenes_820,150,160,139,175,163,162,123,156
simGenes_821,6006,5907,6421,5774,4619,5150,5280,5457
simGenes_822,2469,1612,1707,1785,1942,1672,1320,1905
simGenes_823,2378,2074,2413,2387,2553,2091,2057,2279
simGenes_824,1543,1225,1385,1171,1474,1192,1350,1160
simGenes_825,1587,1474,1489,1415,1449,1871,1695,1545
simGenes_826,152,143,172,173,185,156,196,200
simGenes_827,2377,3221,3624,2951,2774,3123,3492,3482
simGenes_828,1591,1327,745,456,257,1084,1009,1442
simGenes_829,5396,5321,3855,5422,5189,5209,4529,5335
simGenes_830,911,742,959,781,976,860,929,1069
simGenes_831,8008,8071,7755,8900,8476,8536,8759,9062
simGenes_832,1880,1593,1812,2048,648,623,762,637
simGenes_833,184,156,257,224,88,45,75,62
simGenes_834,220,183,191,182,229,207,180,204
simGenes_835,1242,1067,1180,1113,1340,1276,1432,1724
simGenes_836,695,741,768,684,714,473,623,877
simGenes_837,4775,3620,4809,4133,4840,3451,4559,3553
simGenes_838,12815,11762,12263,12308,11316,10394,11173,11745
simGenes_839,1607,1666,1512,1458,1626,1373,1410,1534
simGenes_840,481,535,566,500,485,576,570,512
simGenes_841,101,45,76,110,214,93,106,125
simGenes_842,7789,8101,9723,9322,8456,7000,8740,9082
simGenes_843,1585,1796,1431,1356,1322,1464,1389,1446
simGenes_844,258,309,262,265,323,213,163,316
simGenes_845,1692,1571,1765,1766,1706,1620,1830,1717
simGenes_846,786,627,597,553,766,534,515,600
simGenes_847,3244,3022,2389,2820,3454,3421,2983,3427
simGenes_848,6078,5463,4604,4990,4950,6253,5878,4781
simGenes_849,966,1216,887,964,975,704,1080,1295
simGenes_850,829,1035,894,776,997,1086,1008,877
simGenes_851,157,156,150,121,61,257,220,188
simGenes_852,459,675,344,539,610,894,629,527
simGenes_853,1839,1551,2019,2068,1800,1722,1365,884
simGenes_854,995,1008,905,954,1972,2150,1869,1780
simGenes_855,481,572,449,433,904,462,365,801
simGenes_856,4283,5077,4982,4444,4704,4057,4072,4281
simGenes_857,4007,3101,3257,3864,2837,3480,3231,3216
simGenes_858,6127,6444,6240,6375,4392,4172,4364,4367
simGenes_859,4819,5086,5621,4630,4512,5381,5754,4528
simGenes_860,604,672,715,533,1525,1750,1243,1742
simGenes_861,607,460,585,615,382,485,661,523
simGenes_862,4818,5338,4977,5120,4619,4408,5595,3943
simGenes_863,9882,9829,9853,10884,9739,9122,9745,11319
simGenes_864,672,830,388,610,647,810,397,831
simGenes_865,5520,5198,5351,5388,5488,5379,5536,5499
simGenes_866,820,1184,1588,1941,799,1461,1325,1440
simGenes_867,708,616,746,559,378,454,333,417
simGenes_868,552,716,501,974,351,668,630,345
simGenes_869,3815,3925,3931,3750,3712,3795,4047,3461
simGenes_870,187,810,462,998,539,823,1185,633
simGenes_871,1300,1520,1601,1844,1356,1736,1728,1142
simGenes_872,98,125,146,87,101,146,137,80
simGenes_873,3434,3133,3408,2838,2995,3291,3184,3512
simGenes_874,112,130,126,118,108,130,120,137
simGenes_875,2863,2615,1991,2432,2450,2329,2162,1912
simGenes_876,810,845,921,687,871,941,765,997
simGenes_877,656,512,551,468,465,599,498,554
simGenes_878,1421,1546,1489,1571,1534,1620,1500,1397
simGenes_879,7907,7821,9056,11214,8424,7939,7772,8556
simGenes_880,624,2047,2427,1830,3107,2096,2131,3082
simGenes_881,5947,4306,5303,4620,4064,5166,6194,5745
simGenes_882,122,125,170,130,141,130,149,127
simGenes_883,1405,933,821,933,1030,1340,1704,1605
simGenes_884,746,870,874,677,755,729,895,1093
simGenes_885,2054,1758,1890,2192,1456,2114,1890,1746
simGenes_886,212,219,190,119,156,129,207,232
simGenes_887,1516,1371,1460,1341,1649,1378,1278,1371
simGenes_888,1318,1125,1532,1129,1343,1375,1479,1253
simGenes_889,206,237,134,205,361,349,167,280
simGenes_890,2233,2318,2317,2093,2252,2152,2009,2076
simGenes_891,763,702,499,426,600,438,472,501
simGenes_892,1945,1497,2442,1717,1796,1653,1846,1991
simGenes_893,2701,2332,2285,2958,2457,2783,1963,3354
simGenes_894,305,205,180,306,298,358,233,259
simGenes_895,7396,6449,6630,7314,7134,6548,7452,6825
simGenes_896,3483,3623,3007,2772,2153,2638,2842,3850
simGenes_897,1101,1074,955,1076,1090,1000,1243,942
simGenes_898,1215,1420,1544,1841,1516,1716,1408,1254
simGenes_899,3441,3238,3458,2365,2922,2904,3596,3937
simGenes_900,1481,1518,1537,1467,1473,1487,1524,1495
simGenes_901,5091,4281,4526,5366,4602,4863,4537,4798
simGenes_902,7357,6823,5895,9277,5727,5355,7821,5518
simGenes_903,867,794,1039,739,1090,805,913,826
simGenes_904,53479,119101,70253,93201,130436,79046,92379,142917
simGenes_905,433,563,382,412,456,378,528,369
simGenes_906,2772,3261,2955,2964,4498,2225,3460,3188
simGenes_907,940,1054,1042,782,1192,1089,1534,969
simGenes_908,378,363,201,293,322,312,324,280
simGenes_909,6596,6825,7496,5657,8206,8421,7249,9280
