gene,control_1_cyto,control_2_cyto,control_3_cyto,control_4_cyto,treatment_1_cyto,treatment_2_cyto,treatment_3_cyto,treatment_4_cyto
simGenes_492,3062,2465,2984,2035,3895,1878,1430,1306
simGenes_493,4823,4650,4934,4724,9496,11959,7319,7278
simGenes_494,1269,1249,1192,1362,1231,1288,1202,1436
simGenes_495,4268,4758,4545,4226,5012,4184,4448,4668
simGenes_496,3458,2962,3469,2659,5765,4631,7348,5724
simGenes_497,216,500,144,521,177,176,179,170
simGenes_498,406,414,413,414,450,490,417,404
simGenes_499,11076,8925,8921,17291,11693,10464,13920,12060
simGenes_500,10308,10353,13058,8615,9952,10509,11096,9945
simGenes_501,5718,11038,7105,12277,11740,8905,11877,5761
simGenes_502,868,1027,907,918,923,903,983,994
simGenes_503,3161,2976,3316,3017,2984,2864,3058,2897
simGenes_504,1427,1287,1472,1356,1459,1399,1297,1511
simGenes_505,1492,1415,1554,1369,1365,1363,1538,1484
simGenes_506,180,992,355,482,281,750,512,343
simGenes_507,2281,2089,2093,2123,2145,2106,2136,2121
simGenes_508,1651,1353,1530,1796,1662,1549,1788,1629
simGenes_509,1664,1276,1136,887,1190,1354,1309,1171
simGenes_510,3314,3210,2780,3298,2788,2599,1689,3382
simGenes_511,1166,1247,1010,1262,603,1421,969,855
simGenes_512,192,233,203,216,228,208,243,225
simGenes_513,6688,7064,7391,6527,6626,6904,7122,6893
simGenes_514,71,144,174,261,360,232,380,413
simGenes_515,1752,2418,2521,1954,2606,2494,2000,2410
simGenes_516,350,324,373,364,347,411,351,286
simGenes_517,4848,3923,4772,4739,5859,5057,4893,4786
simGenes_518,717,520,643,425,471,398,571,381
simGenes_519,1614,1393,1753,1814,1688,1575,1590,1472
simGenes_520,1188,690,1297,562,686,879,855,908
simGenes_521,1511,1443,1490,1278,1402,1404,1459,1534
simGenes_522,496,654,675,756,492,672,605,891
simGenes_523,235,285,234,231,237,293,346,146
simGenes_524,377,377,383,368,375,412,364,385
simGenes_525,343,419,363,289,113,145,183,111
simGenes_526,8223,8949,10806,10985,9181,9592,10117,7975
simGenes_527,6617,7516,4114,7626,5452,6077,7007,6217
simGenes_528,211,250,291,217,319,204,271,256
simGenes_529,1715,1624,1660,1658,1884,1656,1571,1783
simGenes_530,1609,1475,840,1400,729,1578,2311,569
simGenes_531,2693,2899,3091,3610,2966,3331,3323,3143
simGenes_532,3529,3558,3567,3507,3678,3688,3465,3514
simGenes_533,1542,1455,1426,1273,1269,1484,1408,1371
simGenes_534,316,235,536,186,206,407,300,446
simGenes_535,6278,5098,4529,3617,3836,7193,4848,4385
simGenes_536,2687,3345,2612,3610,2620,2109,2666,2528
simGenes_537,553,1034,773,462,502,532,406,462
simGenes_538,5244,4759,5283,4840,4746,4599,4996,4781
simGenes_539,4025,4305,4327,4372,3959,4204,4212,4138
simGenes_540,5030,6941,4039,6335,4809,5323,3518,4009
simGenes_541,4831,4554,4693,4872,4237,4401,4419,4515
simGenes_542,488,354,449,425,256,276,219,439
simGenes_543,4111,4125,4470,3853,4315,3888,4335,4151
simGenes_544,2766,2765,3086,2872,2819,2348,2522,2583
simGenes_545,469,485,591,398,613,536,536,452
simGenes_546,7043,8060,8620,11350,11581,7773,8539,10403
simGenes_547,168,293,365,456,330,318,468,605
simGenes_548,604,581,633,646,772,736,745,634
simGenes_549,507,516,519,893,559,397,774,492
simGenes_550,200,165,173,182,198,165,190,178
simGenes_551,431,586,714,614,793,307,551,387
simGenes_552,3577,3086,3866,4164,3328,3601,3318,3579
simGenes_553,5124,4930,5225,5168,4855,7272,4960,4766
simGenes_554,3704,4556,2959,4309,4739,2257,2877,3594
simGenes_555,1166,980,1245,1389,1189,1167,1203,1408
simGenes_556,2567,3584,2243,3204,3258,2262,3325,2993
simGenes_557,1391,1434,1301,1248,1323,1828,1088,2441
simGenes_558,2910,3374,4156,3834,3661,3904,3852,3795
simGenes_559,85,217,172,223,131,115,163,161
simGenes_560,199,318,347,270,97,122,172,70
simGenes_561,1340,1496,1390,1787,1455,1454,1470,1427
simGenes_562,736,1118,902,1038,822,1120,681,1060
simGenes_563,607,601,585,670,768,565,706,591
simGenes_564,163,134,136,236,158,193,252,163
simGenes_565,254,293,297,336,226,215,276,125
simGenes_566,1212,1189,1042,1432,1087,1369,1189,1100
simGenes_567,7567,9800,8475,8752,8575,8991,8879,10694
simGenes_568,592,396,398,564,304,268,226,426
simGenes_569,5787,5435,5091,5559,5726,5515,6800,6116
simGenes_570,1309,887,996,806,1004,856,988,1134
simGenes_571,3487,4005,4071,3901,4129,4325,3890,4399
simGenes_572,3321,3359,3469,4720,1738,1856,1646,1603
simGenes_573,195,118,148,172,129,136,121,117
simGenes_574,845,406,764,1035,582,349,1007,173
simGenes_575,1174,1178,1136,1182,1175,1161,1150,1225
simGenes_576,2334,2254,2406,2633,2623,2601,2420,2631
simGenes_577,3888,4032,4028,3956,4061,4027,3949,4082
simGenes_578,1429,1330,1418,1438,4109,4104,4160,4252
simGenes_579,3181,3358,2377,2450,3072,2863,3004,2780
simGenes_580,65,48,56,44,61,70,43,65
simGenes_581,323,346,231,501,183,396,477,663
simGenes_582,688,728,670,616,690,798,570,808
simGenes_583,1393,1704,2390,1618,1751,1884,1738,1412
simGenes_584,915,944,870,907,603,747,625,607
simGenes_585,160,140,234,97,154,152,132,184
simGenes_586,760,1133,1259,1076,1141,936,1038,811
simGenes_587,40,42,27,74,60,79,102,69
simGenes_588,1808,1877,1661,1627,1825,1522,1914,1570
simGenes_589,2323,1174,938,1343,1391,1233,1059,1299
simGenes_590,24155,52685,40838,24435,29623,26396,28181,24769
simGenes_591,61,131,73,52,102,134,42,33
simGenes_592,15092,15004,14655,15741,14716,15663,15165,15070
simGenes_593,1085,1038,1057,1088,1006,1041,1059,1155
simGenes_594,259,366,362,321,278,309,258,310
simGenes_595,1010,889,844,1162,1007,701,1220,821
simGenes_596,12922,13119,13327,10845,10483,10786,11633,12177
simGenes_597,238,177,188,211,156,195,222,260
simGenes_598,375,302,494,528,486,431,493,381
simGenes_599,1996,1847,1685,1873,3360,3096,3453,3136
simGenes_600,794,867,694,857,697,798,754,680
simGenes_601,105,120,161,126,150,115,161,143
simGenes_602,2838,1774,2272,3515,2022,2514,2332,2346
simGenes_603,939,1102,1090,818,888,1189,793,1096
simGenes_604,512,482,275,519,437,551,415,231
simGenes_605,3415,3152,2740,3102,3027,2350,3561,3114
simGenes_606,1159,1803,780,1243,736,1221,1309,1025
simGenes_607,1408,1577,1293,1668,1194,2074,2150,1481
simGenes_608,4427,5947,5995,3815,7475,5841,7503,6267
simGenes_609,357,224,411,217,255,238,242,246
simGenes_610,4048,3690,3219,4153,3884,3839,4262,4207
simGenes_611,5212,4057,2059,2726,4524,2321,2550,3599
simGenes_612,383,281,415,461,625,624,601,880
simGenes_613,2077,1718,1311,1910,1850,1815,2280,1144
simGenes_614,4438,4906,5136,6034,5750,4813,5312,5066
simGenes_615,501,452,349,399,409,435,442,485
simGenes_616,598,634,697,705,754,647,690,755
simGenes_617,2585,2901,2925,2615,2817,2697,2428,2823
simGenes_618,3853,3988,4070,3977,4133,3986,4096,4014
simGenes_619,1159,1037,792,869,1920,1705,2154,2380
simGenes_620,3944,3698,3761,3721,2929,2310,3671,2644
simGenes_621,3229,1896,2071,1444,2092,1823,2464,846
simGenes_622,570,330,517,262,1401,1356,1263,1285
simGenes_623,12353,8746,8152,9782,11143,10360,9686,12611
simGenes_624,2440,1914,2342,2329,1181,1047,964,1207
simGenes_625,604,516,796,736,974,801,569,1556
simGenes_626,1715,1955,1714,2166,1977,2017,2069,1717
simGenes_627,389,416,439,369,401,363,421,423
simGenes_628,608,479,513,514,511,586,707,514
simGenes_629,1607,1779,1565,1363,4845,4814,4619,4821
simGenes_630,837,903,835,896,888,911,955,898
simGenes_631,4338,4384,4948,4761,4489,4088,4541,5061
simGenes_632,592,564,607,552,1970,2791,1812,1487
simGenes_633,4283,4895,5893,6911,5853,7963,6291,6416
simGenes_634,3413,3258,2895,2937,3561,2941,2149,3336
simGenes_635,431,316,317,222,260,236,267,205
simGenes_636,298,357,385,259,319,305,260,205
simGenes_637,1991,1935,2017,2052,1577,2101,1568,1628
simGenes_638,242,309,264,248,234,246,256,292
simGenes_639,502,676,544,606,685,634,645,510
simGenes_640,11789,8189,5294,6562,8407,12950,8661,6185
simGenes_641,460,339,392,349,357,328,392,456
simGenes_642,1164,998,1571,947,1513,1151,1686,1005
simGenes_643,453,529,481,555,436,560,480,526
simGenes_644,4411,4617,4355,6130,3311,3992,5088,4660
simGenes_645,14465,7448,11984,17382,10211,11465,8185,10886
simGenes_646,13486,13755,15662,16284,14662,13494,14315,13057
simGenes_647,437,324,380,431,235,186,62,162
simGenes_648,551,451,424,439,378,416,387,425
simGenes_649,291,510,459,382,388,566,488,448
simGenes_650,1399,1743,1608,1414,788,1021,842,979
simGenes_651,2188,2124,1855,1981,2308,2325,2229,2307
simGenes_652,1762,1054,1530,1645,2233,1279,2400,1483
simGenes_653,310,351,558,272,548,313,627,469
simGenes_654,1058,622,580,497,881,1006,544,811
simGenes_655,2958,2009,2617,2618,2552,2854,2512,2851
simGenes_656,515,659,602,413,485,270,350,740
simGenes_657,823,701,783,743,739,755,683,739
simGenes_658,3063,1897,4223,3483,2699,5292,2452,2713
simGenes_659,1341,1292,1290,1299,1354,1117,1423,1198
simGenes_660,2313,1897,2181,2419,2003,2199,2157,2248
simGenes_661,750,777,550,551,730,531,682,595
simGenes_662,1431,1467,1696,1398,1457,1107,1353,1629
simGenes_663,3606,4115,7609,3265,4198,2051,3037,2646
simGenes_664,1035,1010,1065,1073,1021,1106,866,943
simGenes_665,4765,4470,3010,3448,4160,4459,3725,3713
simGenes_666,286,391,284,301,311,236,304,268
simGenes_667,2398,1761,2366,2183,2242,2554,2042,2553
simGenes_668,9403,7828,7283,7688,9144,6261,7383,7735
simGenes_669,6230,6483,6924,6611,7070,6717,5948,6397
simGenes_670,387,255,270,273,294,245,306,441
simGenes_671,2001,2230,1739,1624,2093,1731,1505,1779
simGenes_672,976,1186,1109,1423,1245,1170,1099,1223
simGenes_673,4656,5376,4146,5332,5038,6125,6262,5930
simGenes_674,287,397,250,323,308,314,301,279
simGenes_675,136,185,189,155,180,143,140,204
simGenes_676,391,316,683,442,665,270,302,390
simGenes_677,11604,12951,13212,11922,11894,11847,11959,12014
simGenes_678,3522,3146,3283,3575,3438,3785,3417,3279
simGenes_679,207,300,159,147,254,191,137,148
simGenes_680,2205,2499,2076,2380,1911,2250,2606,2237
simGenes_681,200,452,189,632,586,405,289,348
simGenes_682,471,644,555,640,591,485,668,656
simGenes_683,485,518,404,729,324,339,742,531
simGenes_684,21610,21367,22086,23965,20755,21047,20878,20331
simGenes_685,15456,17043,18250,14710,9226,13563,11714,15218
simGenes_686,9543,9403,10624,8780,3085,4605,3208,3578
simGenes_687,2027,3179,3848,2632,2521,3011,2111,1332
simGenes_688,2435,1808,3119,2183,1431,2945,2689,1556
simGenes_689,1007,1169,1077,1066,880,1277,924,844
simGenes_690,845,775,601,812,903,814,909,966
simGenes_691,323,431,252,430,202,474,466,331
simGenes_692,3730,3604,3543,3299,3493,3433,3248,3255
simGenes_693,1677,1719,1817,1693,1783,1722,1927,1723
simGenes_694,377,355,423,426,915,890,997,837
simGenes_695,2460,3329,2636,3169,4075,3524,3000,4499
simGenes_696,2127,2204,2059,2269,2383,2269,3051,2249
simGenes_697,206,273,301,253,243,254,311,273
simGenes_698,1950,1960,2058,1771,2244,2366,1920,1650
simGenes_699,812,882,864,804,340,534,467,441
simGenes_700,384,385,398,240,226,269,166,617
simGenes_701,7202,10941,5097,6734,11259,8425,8794,11681
simGenes_702,5474,4424,4088,3280,4413,3672,4036,4727
simGenes_703,1668,1688,1774,1531,1567,1591,1679,1536
simGenes_704,4580,4305,3517,4380,4296,5419,4548,3934
simGenes_705,570,1005,713,482,476,850,866,467
simGenes_706,2611,2327,3252,2831,2656,3319,2146,2059
simGenes_707,137,149,192,175,239,114,196,93
simGenes_708,691,594,654,562,928,620,767,889
simGenes_709,8857,8753,8366,8338,8555,8711,8867,8666
simGenes_710,245,268,323,340,144,228,195,248
simGenes_711,1864,1878,1996,2461,2185,1861,1971,1782
simGenes_712,9602,8248,9712,8620,13225,13190,18481,15121
simGenes_713,11223,9747,10232,11434,9314,11903,7628,11388
simGenes_714,1244,1373,1005,1338,1235,1435,1394,1414
simGenes_715,18146,20263,16257,12573,16721,12064,12550,15883
simGenes_716,426,1068,734,505,306,434,405,452
simGenes_717,799,620,730,719,572,622,750,797
simGenes_718,1345,1305,1160,1300,1403,1446,1107,1201
simGenes_719,4356,4302,4404,3952,8205,8600,8484,8433
simGenes_720,974,936,975,1053,828,1073,1177,1015
simGenes_721,3614,5140,3948,3730,4175,4369,4421,4157
simGenes_722,1523,1209,1025,870,3331,3101,3010,3092
simGenes_723,673,577,726,939,1531,681,509,1353
simGenes_724,313,285,233,247,527,344,258,330
simGenes_725,142,180,144,119,155,178,170,120
simGenes_726,3372,3370,5424,5188,3975,5647,5745,4912
simGenes_727,3645,2823,1848,3349,3294,3560,4422,2352
simGenes_728,1876,2142,1605,1914,1056,826,851,830
simGenes_729,2338,2721,2361,2458,2315,1843,1843,2118
simGenes_730,489,530,590,440,583,812,688,414
simGenes_731,2162,1615,2068,1397,3955,3547,2636,3547
simGenes_732,413,478,500,322,881,329,319,898
simGenes_733,972,2269,1472,1258,1466,945,767,1699
simGenes_734,2265,2677,2503,2669,2721,2645,2843,2739
simGenes_735,1138,1847,1309,1515,2084,2188,2516,2469
simGenes_736,4198,4609,3769,4091,4244,4016,3924,4124
simGenes_737,65,167,216,330,72,89,59,70
simGenes_738,718,759,1358,897,1295,1063,714,618
simGenes_739,4989,5275,5599,5237,5257,5193,5269,5053
simGenes_740,5730,6040,6587,6060,6043,6590,7388,5708
simGenes_741,3751,3216,3416,3714,3634,3793,3706,3175
simGenes_742,1746,1527,918,1145,1519,916,1574,1441
simGenes_743,4469,3982,3528,4790,6300,5129,3167,3604
simGenes_744,630,456,427,762,526,792,936,808
simGenes_745,5134,6453,5185,5848,5295,6630,4983,6447
simGenes_746,2563,2349,2635,1946,2155,3015,2921,2077
simGenes_747,1068,780,989,933,1153,1054,1234,1152
simGenes_748,1357,2229,2596,2117,976,1663,1507,942
simGenes_749,823,805,1041,1041,1091,728,1132,1175
simGenes_750,247,387,596,537,672,380,422,504
simGenes_751,1203,1222,1797,1249,1698,1558,1331,1083
simGenes_752,13762,16752,15397,14299,28771,31510,22634,25560
simGenes_753,4193,3915,4399,3251,3837,3963,4038,4098
simGenes_754,613,551,494,509,516,445,541,505
simGenes_755,688,425,743,522,559,464,441,388
simGenes_756,5516,4148,4318,4258,3734,4055,4253,4296
simGenes_757,3273,3214,4308,2996,1229,1277,1161,1148
simGenes_758,410,273,198,281,177,189,423,247
simGenes_759,3539,2793,4097,3252,1847,2395,1804,1854
simGenes_760,785,608,908,907,1016,896,800,752
simGenes_761,1323,1417,997,1666,1353,1246,2241,1216
simGenes_762,5526,4916,5607,5416,2247,2463,2201,2477
simGenes_763,1457,1564,1597,1618,1599,1465,1435,1471
simGenes_764,351,446,220,387,460,356,207,352
simGenes_765,1659,1548,2401,2772,1927,2532,3375,2139
simGenes_766,906,872,916,939,855,949,919,865
simGenes_767,411,251,184,414,300,232,333,216
simGenes_768,830,1833,1715,1557,1240,1234,1035,1522
simGenes_769,1022,792,998,811,645,774,824,998
simGenes_770,2427,3056,3141,3001,2645,2644,2612,2937
simGenes_771,106,67,109,181,71,224,53,161
simGenes_772,1735,1648,1377,1573,1405,1622,1635,1718
simGenes_773,398,332,315,310,222,244,313,196
simGenes_774,7940,7006,6585,7054,7168,8687,7455,8535
simGenes_775,536,506,482,468,550,516,509,458
simGenes_776,799,1601,1181,1795,984,1186,2357,1063
simGenes_777,845,554,672,604,462,401,860,682
simGenes_778,147,82,205,151,118,197,150,140
simGenes_779,1101,1613,1624,1742,577,1075,879,627
simGenes_780,1971,2023,2049,1702,1816,1891,1761,1760
simGenes_781,1799,1353,1467,1681,1964,585,812,2317
simGenes_782,249,226,314,227,258,212,306,178
simGenes_783,1629,1315,1974,1690,2046,1389,1172,2327
simGenes_784,1109,1458,1111,514,1223,783,1230,647
simGenes_785,3353,5493,4574,4694,5778,4734,4590,5786
simGenes_786,2906,2317,2395,2169,2481,3373,3540,2462
simGenes_787,730,1048,650,1595,627,1043,860,1282
simGenes_788,2340,2161,2205,2131,2294,2326,2222,2289
simGenes_789,10453,10058,10598,7706,8691,10100,9846,8581
simGenes_790,4729,5144,2413,3425,7764,6654,8541,7474
simGenes_791,487,389,622,561,676,420,465,651
simGenes_792,1112,644,571,552,827,424,692,501
simGenes_793,1182,1272,1715,1399,2011,2221,1460,2117
simGenes_794,2052,2448,2184,2462,1558,2220,2483,2377
simGenes_795,281,268,293,242,349,332,121,348
simGenes_796,6109,4666,5493,6231,4763,4464,4752,3598
simGenes_797,1394,1289,1144,1233,3335,3243,3165,3285
simGenes_798,1684,1307,1417,1109,1234,1511,1490,1697
simGenes_799,1444,1260,1401,1213,1025,1986,1916,1914
simGenes_800,1993,1715,2033,1910,2511,2216,1966,2090
simGenes_801,1763,1731,1405,1949,1365,1259,1867,1745
simGenes_802,183,236,186,191,155,196,223,177
simGenes_803,2796,4949,7267,9985,2770,6044,3601,4478
simGenes_804,3924,2674,3357,4510,5840,6368,5817,5848
simGenes_805,746,565,849,875,818,585,821,666
simGenes_806,803,928,803,824,625,1022,870,801
simGenes_807,3165,3851,3604,3292,3162,3107,3046,3340
simGenes_808,4660,4299,5131,3946,4252,4013,4127,3704
simGenes_809,9556,9639,9732,9867,11584,9386,9102,9217
simGenes_810,3945,4097,3643,3891,3956,3946,3580,4026
simGenes_811,218,158,163,200,257,188,220,224
simGenes_812,451,558,694,443,575,457,638,501
simGenes_813,1949,1771,2128,1981,2289,1672,2128,1838
simGenes_814,1353,619,1084,699,735,1845,966,1234
simGenes_815,193,190,207,120,61,88,91,93
simGenes_816,5392,4321,4708,5531,6600,3704,4262,6118
simGenes_817,584,759,428,733,1807,1677,2467,1784
simGenes_818,1255,1234,1161,1298,1347,1074,1168,1220
simGenes_819,217,330,312,304,254,314,285,337
simGenes_820,113,188,93,94,134,213,150,144
simGenes_821,4767,5676,4610,4351,4336,4061,5746,4993
simGenes_822,6153,6726,5664,5579,8012,3850,5485,4277
simGenes_823,3882,3414,3100,2549,2826,3035,2959,3006
simGenes_824,1097,1011,1060,1067,1049,1145,1031,1798
simGenes_825,796,1220,1029,1132,1074,933,711,1187
simGenes_826,341,332,307,279,450,435,294,164
simGenes_827,1734,1175,1978,1371,2220,1820,1986,2102
simGenes_828,408,626,648,627,606,546,719,600
simGenes_829,7679,10953,7343,7510,7663,7861,7773,7061
simGenes_830,926,893,1143,1703,1089,1007,1256,573
simGenes_831,6287,7637,6864,7089,6382,6087,7677,7351
simGenes_832,2154,1806,1896,2019,579,716,786,711
simGenes_833,332,631,477,450,598,340,508,514
simGenes_834,302,229,191,227,263,204,248,150
simGenes_835,1228,1335,1291,1282,1408,1308,1319,1429
simGenes_836,667,510,710,774,652,1055,826,604
simGenes_837,3422,3137,3486,3572,3263,3390,3195,3221
simGenes_838,9170,8374,6706,7655,7860,7585,9102,9772
simGenes_839,1252,1068,1021,1002,1180,1031,1232,1028
simGenes_840,525,435,325,284,596,423,688,350
simGenes_841,580,420,535,500,426,364,497,398
simGenes_842,4348,4030,5037,4584,4217,4349,4573,4810
simGenes_843,1361,898,1551,1353,741,1345,1261,925
simGenes_844,479,417,451,482,397,415,386,415
simGenes_845,1948,2038,1972,2089,2011,1881,2290,1789
simGenes_846,1771,1823,1639,1816,1666,1745,1545,1615
simGenes_847,3521,3636,3419,3848,3637,3687,3809,3446
simGenes_848,6622,5600,6122,5614,5915,5526,6195,7079
simGenes_849,1293,1107,909,1177,901,1172,1436,1066
simGenes_850,1093,778,822,618,1025,1118,723,1065
simGenes_851,649,505,410,566,645,553,468,900
simGenes_852,2002,1803,1785,1786,1618,1755,1902,1715
simGenes_853,2560,2646,2517,3064,2729,3491,3223,3125
simGenes_854,1975,2146,1821,1585,2347,1651,2008,1557
simGenes_855,729,488,399,759,864,586,484,429
simGenes_856,2575,2688,2610,2416,2525,2398,2467,2678
simGenes_857,2647,6286,3887,2870,4485,3805,4684,3632
simGenes_858,5680,4530,5189,5243,5224,5137,4624,4534
simGenes_859,7790,8567,8031,8339,7560,7477,7508,7393
simGenes_860,855,663,838,669,1058,1524,1745,2050
simGenes_861,501,575,499,552,638,559,564,527
simGenes_862,5088,5790,5092,4740,4736,4469,4341,4900
simGenes_863,7670,8272,7620,6244,8394,6761,6902,7056
simGenes_864,2398,2398,3437,3085,2370,3478,2656,3220
simGenes_865,5761,5338,5224,5943,2586,2852,2707,3142
simGenes_866,3231,3119,2517,2950,3247,2841,4191,2594
simGenes_867,993,681,364,536,1958,600,1009,1310
simGenes_868,740,931,654,695,651,685,680,729
simGenes_869,6123,6339,5959,6219,5944,6400,6070,6269
simGenes_870,1260,1086,1385,1480,1613,1293,989,1420
simGenes_871,2821,2705,2695,2428,2710,2756,2859,2724
simGenes_872,112,97,177,101,177,122,130,129
simGenes_873,5356,5441,5347,5342,5261,5326,5251,5226
simGenes_874,187,187,183,168,337,362,276,467
simGenes_875,2618,2518,2174,2154,2254,2128,1630,3215
simGenes_876,3034,2086,2289,1465,2173,2621,1919,2129
simGenes_877,252,379,416,547,238,477,408,296
simGenes_878,2484,2743,2323,2751,2358,2363,2573,2317
simGenes_879,3253,4954,3138,3113,4318,4922,4075,3461
simGenes_880,2863,1951,1501,1746,847,1134,1595,2622
simGenes_881,2741,1968,1981,2745,3027,3178,2988,1871
simGenes_882,136,151,181,169,205,197,168,83
simGenes_883,2261,1769,2022,1507,2219,1977,2147,1989
simGenes_884,690,720,768,841,644,882,766,664
simGenes_885,2070,2017,1779,2432,2147,1635,1854,1732
simGenes_886,399,473,436,423,343,395,523,343
simGenes_887,2080,2113,1923,2112,1918,1821,1733,1879
simGenes_888,2506,1932,3184,2399,2514,2424,2213,2084
simGenes_889,610,341,271,477,721,322,295,541
simGenes_890,5020,4446,3501,4532,4075,4744,3538,4292
simGenes_891,1876,1710,1772,1167,1527,1017,1457,1180
simGenes_892,2873,2895,2565,3064,2907,2690,3176,3196
simGenes_893,2477,3524,2979,2578,2519,3135,3003,2705
simGenes_894,180,150,90,112,173,123,150,108
simGenes_895,3215,3220,3353,3621,3308,2809,3918,3341
